"type","date","location"
"機車竊盜","1050829","新北市"
"機車竊盜","1050829","新北市"
"機車竊盜","1050829","新北市"
"機車竊盜","1050829","新北市"
"機車竊盜","1050829","新北市"
"機車竊盜","1050829","新北市"
"機車竊盜","1050829","新北市中和區"
"機車竊盜","1050829","新北市淡水區"
"機車竊盜","1050829","新北市新莊區"
"自行車竊盜","1050830","新北市板橋區"
"住宅竊盜","1050830","新北市永和區"
"住宅竊盜","1050830","新北市板橋區"
"住宅竊盜","1050830","新北市新莊區"
"住宅竊盜","1050830","新北市新莊區"
"汽車竊盜","1050830","新北市中和區"
"汽車竊盜","1050830","新北市蘆洲區"
"機車竊盜","1050830","新北市"
"機車竊盜","1050830","新北市"
"機車竊盜","1050830","新北市"
"機車竊盜","1050830","新北市三重區"
"機車竊盜","1050830","新北市土城區"
"機車竊盜","1050830","新北市樹林區"
"機車竊盜","1050830","新北市樹林區"
"住宅竊盜","1050831","新北市樹林區"
"汽車竊盜","1050831","新北市鶯歌區"
"機車竊盜","1050831","新北市"
"機車竊盜","1050831","新北市"
"機車竊盜","1050831","新北市"
"機車竊盜","1050831","新北市"
"機車竊盜","1050831","新北市"
"機車竊盜","1050831","新北市"
"機車竊盜","1050831","新北市"
"機車竊盜","1050831","新北市淡水區"
"自行車竊盜","1050901","新北市三重區"
"機車竊盜","1050901","新北市"
"機車竊盜","1050901","新北市"
"機車竊盜","1050901","新北市"
"機車竊盜","1050901","新北市三重區"
"機車竊盜","1050901","新北市樹林區"
"汽車竊盜","1050902","新北市淡水區"
"汽車竊盜","1050902","新北市新莊區"
"機車竊盜","1050902","新北市"
"機車竊盜","1050902","新北市"
"機車竊盜","1050902","新北市板橋區"
"汽車竊盜","1050903","新北市八里區"
"汽車竊盜","1050903","新北市三重區"
"機車竊盜","1050903","新北市新莊區"
"住宅竊盜","1050904","新北市泰山區"
"機車竊盜","1050904","新北市"
"機車竊盜","1050904","新北市"
"機車竊盜","1050904","新北市"
"機車竊盜","1050904","新北市五股區"
"住宅竊盜","1050905","新北市中和區"
"汽車竊盜","1050905","新北市鶯歌區"
"機車竊盜","1050905","新北市"
"機車竊盜","1050905","新北市"
"機車竊盜","1050905","新北市三峽區"
"機車竊盜","1050905","新北市鶯歌區"
"自行車竊盜","1050906","新北市蘆洲區"
"住宅竊盜","1050906","新北市板橋區"
"住宅竊盜","1050906","新北市淡水區"
"汽車竊盜","1050906","新北市五股區"
"汽車竊盜","1050906","新北市五股區"
"汽車竊盜","1050906","新北市汐止區"
"汽車竊盜","1050906","新北市汐止區"
"機車竊盜","1050906","新北市"
"機車竊盜","1050906","新北市"
"機車竊盜","1050906","新北市中和區"
"機車竊盜","1050906","新北市永和區"
"機車竊盜","1050906","新北市新莊區"
"住宅竊盜","1050907","新北市土城區"
"住宅竊盜","1050907","新北市中和區"
"住宅竊盜","1050907","新北市板橋區"
"汽車竊盜","1050907","新北市鶯歌區"
"機車竊盜","1050907","新北市"
"機車竊盜","1050907","新北市"
"機車竊盜","1050907","新北市"
"機車竊盜","1050907","新北市"
"機車竊盜","1050907","新北市中和區"
"自行車竊盜","1050908","新北市板橋區"
"住宅竊盜","1050908","新北市三重區"
"住宅竊盜","1050908","新北市樹林區"
"汽車竊盜","1050908","新北市土城區"
"機車竊盜","1050908","新北市"
"機車竊盜","1050908","新北市"
"機車竊盜","1050908","新北市"
"機車竊盜","1050908","新北市"
"機車竊盜","1050908","新北市三重區"
"機車竊盜","1050908","新北市新莊區"
"機車竊盜","1050908","新北市樹林區"
"住宅竊盜","1050909","新北市中和區"
"住宅竊盜","1050909","新北市板橋區"
"住宅竊盜","1050909","新北市新店區"
"汽車竊盜","1050909","新北市八里區"
"汽車竊盜","1050909","新北市三重區"
"汽車竊盜","1050909","新北市板橋區"
"機車竊盜","1050909","新北市"
"機車竊盜","1050909","新北市"
"機車竊盜","1050909","新北市"
"機車竊盜","1050909","新北市"
"機車竊盜","1050909","新北市"
"機車竊盜","1050909","新北市新莊區"
"機車竊盜","1050909","新北市鶯歌區"
"機車竊盜","1050909","新北市鶯歌區"
"自行車竊盜","1050910","新北市永和區"
"汽車竊盜","1050910","新北市八里區"
"機車竊盜","1050910","新北市"
"機車竊盜","1050910","新北市"
"機車竊盜","1050910","新北市"
"機車竊盜","1050910","新北市"
"機車竊盜","1050910","新北市三峽區"
"機車竊盜","1050910","新北市中和區"
"住宅竊盜","1050911","新北市三重區"
"住宅竊盜","1050911","新北市三重區"
"住宅竊盜","1050911","新北市中和區"
"住宅竊盜","1050911","新北市樹林區"
"汽車竊盜","1050911","新北市新莊區"
"機車竊盜","1050911","新北市"
"機車竊盜","1050911","新北市"
"機車竊盜","1050911","新北市汐止區"
"機車竊盜","1050911","新北市淡水區"
"機車竊盜","1050911","新北市新莊區"
"住宅竊盜","1050912","新北市中和區"
"汽車竊盜","1050912","新北市萬里區"
"機車竊盜","1050912","新北市"
"機車竊盜","1050912","新北市三重區"
"機車竊盜","1050912","新北市三重區"
"機車竊盜","1050912","新北市土城區"
"機車竊盜","1050912","新北市中和區"
"機車竊盜","1050912","新北市新莊區"
"機車竊盜","1050912","新北市新莊區"
"機車竊盜","1050912","新北市鶯歌區"
"自行車竊盜","1050913","新北市土城區"
"自行車竊盜","1050913","新北市永和區"
"住宅竊盜","1050913","新北市中和區"
"住宅竊盜","1050913","新北市永和區"
"住宅竊盜","1050913","新北市金山區"
"汽車竊盜","1050913","新北市土城區"
"汽車竊盜","1050913","新北市汐止區"
"汽車竊盜","1050913","新北市鶯歌區"
"機車竊盜","1050913","新北市"
"機車竊盜","1050913","新北市"
"機車竊盜","1050913","新北市三重區"
"機車竊盜","1050913","新北市汐止區"
"機車竊盜","1050913","新北市樹林區"
"自行車竊盜","1050914","新北市土城區"
"住宅竊盜","1050914","新北市中和區"
"汽車竊盜","1050914","新北市鶯歌區"
"機車竊盜","1050914","新北市"
"機車竊盜","1050914","新北市"
"機車竊盜","1050914","新北市"
"機車竊盜","1050914","新北市淡水區"
"機車竊盜","1050914","新北市蘆洲區"
"自行車竊盜","1050915","新北市土城區"
"汽車竊盜","1050915","新北市五股區"
"汽車竊盜","1050915","新北市板橋區"
"汽車竊盜","1050915","新北市新莊區"
"機車竊盜","1050915","新北市"
"機車竊盜","1050915","新北市三重區"
"機車竊盜","1050915","新北市中和區"
"機車竊盜","1050915","新北市板橋區"
"機車竊盜","1050915","新北市新莊區"
"住宅竊盜","1050916","新北市永和區"
"住宅竊盜","1050916","新北市板橋區"
"機車竊盜","1050916","新北市"
"機車竊盜","1050916","新北市"
"機車竊盜","1050916","新北市土城區"
"機車竊盜","1050916","新北市土城區"
"機車竊盜","1050916","新北市中和區"
"機車竊盜","1050916","新北市板橋區"
"機車竊盜","1050916","新北市泰山區"
"機車竊盜","1050916","新北市瑞芳區"
"住宅竊盜","1050917","新北市樹林區"
"汽車竊盜","1050917","新北市五股區"
"機車竊盜","1050917","新北市"
"機車竊盜","1050917","新北市鶯歌區"
"自行車竊盜","1050918","新北市板橋區"
"汽車竊盜","1050918","新北市永和區"
"汽車竊盜","1050918","新北市汐止區"
"機車竊盜","1050918","新北市"
"機車竊盜","1050918","新北市"
"機車竊盜","1050918","新北市"
"機車竊盜","1050918","新北市"
"機車竊盜","1050918","新北市"
"機車竊盜","1050918","新北市"
"機車竊盜","1050918","新北市三重區"
"機車竊盜","1050918","新北市三峽區"
"機車竊盜","1050918","新北市三峽區"
"機車竊盜","1050918","新北市中和區"
"機車竊盜","1050918","新北市永和區"
"機車竊盜","1050918","新北市新莊區"
"機車竊盜","1050918","新北市新莊區"
"自行車竊盜","1050919","新北市三峽區"
"自行車竊盜","1050919","新北市永和區"
"機車竊盜","1050919","新北市"
"機車竊盜","1050919","新北市"
"機車竊盜","1050919","新北市蘆洲區"
"住宅竊盜","1050920","新北市永和區"
"住宅竊盜","1050920","新北市永和區"
"汽車竊盜","1050920","新北市八里區"
"機車竊盜","1050920","新北市"
"機車竊盜","1050920","新北市"
"機車竊盜","1050920","新北市"
"住宅竊盜","1050921","新北市八里區"
"住宅竊盜","1050921","新北市土城區"
"汽車竊盜","1050921","新北市中和區"
"機車竊盜","1050921","新北市"
"機車竊盜","1050921","新北市"
"機車竊盜","1050921","新北市樹林區"
"自行車竊盜","1050922","新北市蘆洲區"
"機車竊盜","1050922","新北市"
"機車竊盜","1050922","新北市"
"機車竊盜","1050922","新北市板橋區"
"機車竊盜","1050922","新北市泰山區"
"機車竊盜","1050922","新北市淡水區"
"機車竊盜","1050923","新北市"
"機車竊盜","1050923","新北市"
"機車竊盜","1050923","新北市"
"機車竊盜","1050923","新北市土城區"
"機車竊盜","1050923","新北市五股區"
"機車竊盜","1050924","新北市"
"機車竊盜","1050924","新北市"
"機車竊盜","1050924","新北市三重區"
"機車竊盜","1050924","新北市蘆洲區"
"住宅竊盜","1050925","新北市土城區"
"機車竊盜","1050925","新北市"
"機車竊盜","1050925","新北市中和區"
"機車竊盜","1050925","新北市板橋區"
"機車竊盜","1050925","新北市泰山區"
"機車竊盜","1050925","新北市蘆洲區"
"汽車竊盜","1050926","新北市新莊區"
"機車竊盜","1050926","新北市"
"機車竊盜","1050926","新北市"
"機車竊盜","1050926","新北市"
"機車竊盜","1050926","新北市"
"機車竊盜","1050926","新北市"
"機車竊盜","1050926","新北市中和區"
"機車竊盜","1050926","新北市板橋區"
"汽車竊盜","1050927","新北市三峽區"
"機車竊盜","1050927","新北市"
"機車竊盜","1050927","新北市"
"機車竊盜","1050927","新北市板橋區"
"機車竊盜","1050927","新北市板橋區"
"機車竊盜","1050927","新北市蘆洲區"
"機車竊盜","1050928","新北市三峽區"
"機車竊盜","1050928","新北市板橋區"
"機車竊盜","1050928","新北市板橋區"
"汽車竊盜","1050929","新北市土城區"
"機車竊盜","1050929","新北市"
"機車竊盜","1050929","新北市"
"機車竊盜","1050929","新北市"
"機車竊盜","1050929","新北市"
"機車竊盜","1050930","新北市"
"機車竊盜","1050930","新北市三重區"
"機車竊盜","1050930","新北市三峽區"
"機車竊盜","1050930","新北市淡水區"
"自行車竊盜","1051001","新北市板橋區"
"自行車竊盜","1051001","新北市林口區"
"住宅竊盜","1051001","新北市三重區"
"住宅竊盜","1051001","新北市林口區"
"汽車竊盜","1051001","新北市三芝區"
"汽車竊盜","1051001","新北市三峽區"
"汽車竊盜","1051001","新北市泰山區"
"汽車竊盜","1051001","新北市蘆洲區"
"機車竊盜","1051001","新北市"
"機車竊盜","1051001","新北市"
"機車竊盜","1051001","新北市"
"機車竊盜","1051001","新北市"
"機車竊盜","1051001","新北市新莊區"
"自行車竊盜","1051002","新北市林口區"
"機車竊盜","1051002","新北市"
"機車竊盜","1051002","新北市"
"機車竊盜","1051002","新北市土城區"
"機車竊盜","1051002","新北市板橋區"
"機車竊盜","1051002","新北市板橋區"
"機車竊盜","1051002","新北市樹林區"
"自行車竊盜","1051003","新北市五股區"
"自行車竊盜","1051003","新北市蘆洲區"
"自行車竊盜","1051003","新北市三重區"
"自行車竊盜","1051003","新北市五股區"
"住宅竊盜","1051003","新北市三重區"
"住宅竊盜","1051003","新北市中和區"
"住宅竊盜","1051003","新北市新店區"
"汽車竊盜","1051003","新北市八里區"
"汽車竊盜","1051003","新北市五股區"
"汽車竊盜","1051003","新北市林口區"
"汽車竊盜","1051003","新北市淡水區"
"汽車竊盜","1051003","新北市鶯歌區"
"機車竊盜","1051003","新北市"
"機車竊盜","1051003","新北市"
"機車竊盜","1051003","新北市"
"機車竊盜","1051003","新北市三重區"
"機車竊盜","1051003","新北市三重區"
"機車竊盜","1051003","新北市三峽區"
"機車竊盜","1051003","新北市三峽區"
"機車竊盜","1051003","新北市板橋區"
"機車竊盜","1051003","新北市新店區"
"機車竊盜","1051003","新北市新莊區"
"機車竊盜","1051003","新北市新莊區"
"自行車竊盜","1051004","新北市板橋區"
"住宅竊盜","1051004","新北市板橋區"
"汽車竊盜","1051004","新北市五股區"
"汽車竊盜","1051004","新北市板橋區"
"汽車竊盜","1051004","新北市林口區"
"機車竊盜","1051004","新北市"
"機車竊盜","1051004","新北市"
"機車竊盜","1051004","新北市"
"機車竊盜","1051004","新北市中和區"
"機車竊盜","1051004","新北市五股區"
"機車竊盜","1051004","新北市板橋區"
"機車竊盜","1051004","新北市板橋區"
"自行車竊盜","1051005","新北市土城區"
"住宅竊盜","1051005","新北市永和區"
"汽車竊盜","1051005","新北市三重區"
"汽車竊盜","1051005","新北市三重區"
"機車竊盜","1051005","新北市"
"機車竊盜","1051005","新北市"
"機車竊盜","1051005","新北市"
"機車竊盜","1051005","新北市"
"機車竊盜","1051005","新北市"
"機車竊盜","1051005","新北市汐止區"
"機車竊盜","1051005","新北市板橋區"
"自行車竊盜","1051006","新北市板橋區"
"自行車竊盜","1051006","新北市板橋區"
"住宅竊盜","1051006","新北市中和區"
"住宅竊盜","1051006","新北市板橋區"
"住宅竊盜","1051006","新北市樹林區"
"汽車竊盜","1051006","新北市林口區"
"機車竊盜","1051006","新北市"
"機車竊盜","1051006","新北市"
"機車竊盜","1051006","新北市"
"機車竊盜","1051006","新北市中和區"
"機車竊盜","1051006","新北市板橋區"
"機車竊盜","1051006","新北市板橋區"
"自行車竊盜","1051007","新北市蘆洲區"
"住宅竊盜","1051007","新北市深坑區"
"住宅竊盜","1051007","新北市新莊區"
"住宅竊盜","1051007","新北市蘆洲區"
"汽車竊盜","1051007","新北市新莊區"
"機車竊盜","1051007","新北市"
"機車竊盜","1051007","新北市"
"機車竊盜","1051007","新北市"
"機車竊盜","1051007","新北市"
"機車竊盜","1051007","新北市三峽區"
"機車竊盜","1051007","新北市汐止區"
"機車竊盜","1051007","新北市蘆洲區"
"住宅竊盜","1051008","新北市新店區"
"汽車竊盜","1051008","新北市三重區"
"汽車竊盜","1051008","新北市蘆洲區"
"機車竊盜","1051008","新北市"
"機車竊盜","1051008","新北市"
"機車竊盜","1051008","新北市"
"機車竊盜","1051008","新北市"
"機車竊盜","1051008","新北市"
"機車竊盜","1051008","新北市"
"機車竊盜","1051008","新北市板橋區"
"機車竊盜","1051008","新北市新莊區"
"自行車竊盜","1051009","新北市板橋區"
"自行車竊盜","1051009","新北市蘆洲區"
"自行車竊盜","1051009","新北市蘆洲區"
"住宅竊盜","1051009","新北市中和區"
"住宅竊盜","1051009","新北市泰山區"
"汽車竊盜","1051009","新北市永和區"
"汽車竊盜","1051009","新北市樹林區"
"機車竊盜","1051009","新北市"
"機車竊盜","1051009","新北市"
"機車竊盜","1051009","新北市汐止區"
"住宅竊盜","1051010","新北市板橋區"
"機車竊盜","1051010","新北市"
"機車竊盜","1051010","新北市"
"機車竊盜","1051010","新北市"
"機車竊盜","1051010","新北市"
"機車竊盜","1051010","新北市三重區"
"機車竊盜","1051010","新北市板橋區"
"住宅竊盜","1051011","新北市土城區"
"住宅竊盜","1051011","新北市中和區"
"汽車竊盜","1051011","新北市三峽區"
"汽車竊盜","1051011","新北市林口區"
"機車竊盜","1051011","新北市"
"機車竊盜","1051011","新北市"
"機車竊盜","1051011","新北市三重區"
"機車竊盜","1051011","新北市淡水區"
"機車竊盜","1051011","新北市淡水區"
"自行車竊盜","1051012","新北市中和區"
"機車竊盜","1051012","新北市"
"機車竊盜","1051012","新北市"
"機車竊盜","1051012","新北市"
"機車竊盜","1051012","新北市中和區"
"機車竊盜","1051012","新北市永和區"
"住宅竊盜","1051013","新北市中和區"
"住宅竊盜","1051013","新北市板橋區"
"住宅竊盜","1051013","新北市新莊區"
"機車竊盜","1051013","新北市"
"機車竊盜","1051013","新北市"
"機車竊盜","1051013","新北市"
"機車竊盜","1051013","新北市"
"機車竊盜","1051013","新北市"
"機車竊盜","1051013","新北市"
"機車竊盜","1051013","新北市五股區"
"機車竊盜","1051013","新北市蘆洲區"
"自行車竊盜","1051014","新北市瑞芳區"
"住宅竊盜","1051014","新北市板橋區"
"汽車竊盜","1051014","新北市樹林區"
"汽車竊盜","1051014","新北市鶯歌區"
"機車竊盜","1051014","新北市"
"機車竊盜","1051014","新北市"
"機車竊盜","1051014","新北市"
"機車竊盜","1051014","新北市"
"機車竊盜","1051014","新北市林口區"
"機車竊盜","1051014","新北市淡水區"
"機車竊盜","1051014","新北市淡水區"
"機車竊盜","1051014","新北市新莊區"
"自行車竊盜","1051015","新北市林口區"
"住宅竊盜","1051015","新北市三重區"
"住宅竊盜","1051015","新北市板橋區"
"住宅竊盜","1051015","新北市林口區"
"汽車竊盜","1051015","新北市三重區"
"機車竊盜","1051015","新北市"
"機車竊盜","1051015","新北市"
"機車竊盜","1051015","新北市八里區"
"機車竊盜","1051015","新北市汐止區"
"機車竊盜","1051015","新北市汐止區"
"自行車竊盜","1051016","新北市中和區"
"自行車竊盜","1051016","新北市三峽區"
"住宅竊盜","1051016","新北市三重區"
"住宅竊盜","1051016","新北市三重區"
"住宅竊盜","1051016","新北市新店區"
"汽車竊盜","1051016","新北市泰山區"
"機車竊盜","1051016","新北市"
"機車竊盜","1051016","新北市"
"機車竊盜","1051016","新北市"
"機車竊盜","1051016","新北市"
"機車竊盜","1051016","新北市板橋區"
"機車竊盜","1051016","新北市淡水區"
"自行車竊盜","1051017","新北市鶯歌區"
"住宅竊盜","1051017","新北市三重區"
"住宅竊盜","1051017","新北市永和區"
"汽車竊盜","1051017","新北市三重區"
"機車竊盜","1051017","新北市"
"機車竊盜","1051017","新北市"
"機車竊盜","1051017","新北市"
"機車竊盜","1051017","新北市"
"機車竊盜","1051017","新北市三重區"
"機車竊盜","1051017","新北市中和區"
"機車竊盜","1051017","新北市五股區"
"自行車竊盜","1051018","新北市泰山區"
"住宅竊盜","1051018","新北市泰山區"
"住宅竊盜","1051018","新北市萬里區"
"汽車竊盜","1051018","新北市三重區"
"機車竊盜","1051018","新北市"
"機車竊盜","1051018","新北市"
"機車竊盜","1051018","新北市"
"機車竊盜","1051018","新北市"
"機車竊盜","1051018","新北市三重區"
"機車竊盜","1051018","新北市蘆洲區"
"住宅竊盜","1051019","新北市石碇區"
"住宅竊盜","1051019","新北市瑞芳區"
"機車竊盜","1051019","新北市"
"機車竊盜","1051019","新北市土城區"
"機車竊盜","1051019","新北市林口區"
"住宅竊盜","1051020","新北市三重區"
"住宅竊盜","1051020","新北市土城區"
"機車竊盜","1051020","新北市"
"機車竊盜","1051020","新北市"
"機車竊盜","1051020","新北市汐止區"
"機車竊盜","1051020","新北市板橋區"
"機車竊盜","1051020","新北市鶯歌區"
"住宅竊盜","1051021","新北市中和區"
"住宅竊盜","1051021","新北市板橋區"
"住宅竊盜","1051021","新北市新店區"
"住宅竊盜","1051021","新北市新莊區"
"汽車竊盜","1051021","新北市三重區"
"機車竊盜","1051021","新北市"
"機車竊盜","1051021","新北市"
"機車竊盜","1051021","新北市三峽區"
"機車竊盜","1051021","新北市三峽區"
"機車竊盜","1051021","新北市三峽區"
"機車竊盜","1051021","新北市中和區"
"機車竊盜","1051021","新北市永和區"
"自行車竊盜","1051022","新北市三重區"
"住宅竊盜","1051022","新北市三峽區"
"住宅竊盜","1051022","新北市土城區"
"汽車竊盜","1051022","新北市中和區"
"汽車竊盜","1051022","新北市中和區"
"汽車竊盜","1051022","新北市新店區"
"機車竊盜","1051022","新北市"
"機車竊盜","1051022","新北市"
"機車竊盜","1051022","新北市三峽區"
"機車竊盜","1051022","新北市樹林區"
"住宅竊盜","1051023","新北市三重區"
"住宅竊盜","1051023","新北市汐止區"
"住宅竊盜","1051023","新北市板橋區"
"汽車竊盜","1051023","新北市林口區"
"機車竊盜","1051023","新北市"
"機車竊盜","1051023","新北市"
"機車竊盜","1051023","新北市"
"機車竊盜","1051023","新北市"
"機車竊盜","1051023","新北市"
"機車竊盜","1051023","新北市"
"機車竊盜","1051023","新北市"
"機車竊盜","1051023","新北市三重區"
"機車竊盜","1051023","新北市中和區"
"機車竊盜","1051023","新北市新店區"
"自行車竊盜","1051024","新北市新莊區"
"住宅竊盜","1051024","新北市板橋區"
"汽車竊盜","1051024","新北市三峽區"
"機車竊盜","1051024","新北市"
"機車竊盜","1051024","新北市"
"機車竊盜","1051024","新北市"
"機車竊盜","1051024","新北市中和區"
"機車竊盜","1051024","新北市板橋區"
"機車竊盜","1051024","新北市鶯歌區"
"機車竊盜","1051024","新北市鶯歌區"
"機車竊盜","1051025","新北市"
"機車竊盜","1051025","新北市"
"機車竊盜","1051025","新北市"
"機車竊盜","1051025","新北市"
"機車竊盜","1051025","新北市"
"機車竊盜","1051025","新北市"
"機車竊盜","1051025","新北市新莊區"
"自行車竊盜","1051026","新北市永和區"
"住宅竊盜","1051026","新北市中和區"
"機車竊盜","1051026","新北市"
"機車竊盜","1051026","新北市"
"機車竊盜","1051026","新北市"
"自行車竊盜","1051027","新北市永和區"
"住宅竊盜","1051027","新北市土城區"
"住宅竊盜","1051027","新北市板橋區"
"住宅竊盜","1051027","新北市新店區"
"機車竊盜","1051027","新北市"
"機車竊盜","1051027","新北市"
"機車竊盜","1051027","新北市"
"機車竊盜","1051027","新北市"
"機車竊盜","1051027","新北市"
"機車竊盜","1051027","新北市三重區"
"機車竊盜","1051027","新北市中和區"
"機車竊盜","1051027","新北市新莊區"
"自行車竊盜","1051028","新北市永和區"
"住宅竊盜","1051028","新北市土城區"
"汽車竊盜","1051028","新北市中和區"
"汽車竊盜","1051028","新北市汐止區"
"機車竊盜","1051028","新北市"
"機車竊盜","1051028","新北市"
"機車竊盜","1051028","新北市三重區"
"機車竊盜","1051028","新北市三峽區"
"機車竊盜","1051028","新北市中和區"
"機車竊盜","1051028","新北市新莊區"
"住宅竊盜","1051029","新北市泰山區"
"汽車竊盜","1051029","新北市三峽區"
"機車竊盜","1051029","新北市"
"機車竊盜","1051029","新北市"
"機車竊盜","1051029","新北市"
"機車竊盜","1051029","新北市中和區"
"自行車竊盜","1051030","新北市中和區"
"住宅竊盜","1051030","新北市板橋區"
"住宅竊盜","1051030","新北市板橋區"
"住宅竊盜","1051030","新北市金山區"
"機車竊盜","1051030","新北市"
"機車竊盜","1051030","新北市"
"機車竊盜","1051030","新北市"
"機車竊盜","1051030","新北市新莊區"
"自行車竊盜","1051031","新北市板橋區"
"自行車竊盜","1051031","新北市板橋區"
"自行車竊盜","1051031","新北市板橋區"
"住宅竊盜","1051031","新北市板橋區"
"機車竊盜","1051031","新北市"
"機車竊盜","1051031","新北市"
"機車竊盜","1051031","新北市三重區"
"機車竊盜","1051031","新北市三峽區"
"機車竊盜","1051031","新北市三峽區"
"機車竊盜","1051031","新北市板橋區"
"機車竊盜","1051031","新北市淡水區"
"自行車竊盜","1051101","新北市板橋區"
"自行車竊盜","1051101","新北市中和區"
"住宅竊盜","1051101","新北市土城區"
"機車竊盜","1051101","新北市"
"機車竊盜","1051101","新北市"
"機車竊盜","1051101","新北市三重區"
"自行車竊盜","1051102","新北市新莊區"
"汽車竊盜","1051102","新北市樹林區"
"機車竊盜","1051102","新北市"
"機車竊盜","1051102","新北市"
"機車竊盜","1051102","新北市三峽區"
"住宅竊盜","1051103","新北市三重區"
"住宅竊盜","1051103","新北市土城區"
"機車竊盜","1051103","新北市"
"機車竊盜","1051103","新北市"
"機車竊盜","1051103","新北市"
"機車竊盜","1051103","新北市"
"機車竊盜","1051103","新北市三重區"
"機車竊盜","1051103","新北市蘆洲區"
"汽車竊盜","1051104","新北市金山區"
"機車竊盜","1051104","新北市"
"機車竊盜","1051104","新北市"
"機車竊盜","1051104","新北市"
"機車竊盜","1051104","新北市三重區"
"機車竊盜","1051104","新北市新莊區"
"自行車竊盜","1051105","新北市林口區"
"自行車竊盜","1051105","新北市林口區"
"住宅竊盜","1051105","新北市三重區"
"住宅竊盜","1051105","新北市新店區"
"住宅竊盜","1051105","新北市新店區"
"汽車竊盜","1051105","新北市三重區"
"汽車竊盜","1051105","新北市中和區"
"汽車竊盜","1051105","新北市汐止區"
"汽車竊盜","1051105","新北市淡水區"
"機車竊盜","1051105","新北市"
"機車竊盜","1051105","新北市"
"機車竊盜","1051105","新北市"
"機車竊盜","1051105","新北市"
"機車竊盜","1051105","新北市"
"機車竊盜","1051105","新北市五股區"
"機車竊盜","1051105","新北市板橋區"
"自行車竊盜","1051106","新北市三重區"
"自行車竊盜","1051106","新北市土城區"
"自行車竊盜","1051106","新北市三重區"
"住宅竊盜","1051106","新北市三重區"
"住宅竊盜","1051106","新北市三重區"
"住宅竊盜","1051106","新北市土城區"
"住宅竊盜","1051106","新北市土城區"
"住宅竊盜","1051106","新北市中和區"
"住宅竊盜","1051106","新北市新莊區"
"汽車竊盜","1051106","新北市三峽區"
"汽車竊盜","1051106","新北市蘆洲區"
"機車竊盜","1051106","新北市"
"機車竊盜","1051106","新北市三重區"
"機車竊盜","1051106","新北市中和區"
"機車竊盜","1051106","新北市板橋區"
"機車竊盜","1051106","新北市板橋區"
"機車竊盜","1051106","新北市深坑區"
"機車竊盜","1051106","新北市新店區"
"自行車竊盜","1051107","新北市林口區"
"住宅竊盜","1051107","新北市三重區"
"住宅竊盜","1051107","新北市永和區"
"住宅竊盜","1051107","新北市汐止區"
"住宅竊盜","1051107","新北市新莊區"
"汽車竊盜","1051107","新北市萬里區"
"機車竊盜","1051107","新北市"
"機車竊盜","1051107","新北市"
"機車竊盜","1051107","新北市"
"機車竊盜","1051107","新北市"
"機車竊盜","1051107","新北市"
"機車竊盜","1051107","新北市三重區"
"自行車竊盜","1051108","新北市土城區"
"住宅竊盜","1051108","新北市三重區"
"住宅竊盜","1051108","新北市土城區"
"住宅竊盜","1051108","新北市樹林區"
"機車竊盜","1051108","新北市"
"汽車竊盜","1051109","新北市三重區"
"汽車竊盜","1051109","新北市汐止區"
"機車竊盜","1051109","新北市"
"機車竊盜","1051109","新北市"
"機車竊盜","1051109","新北市"
"機車竊盜","1051109","新北市"
"機車竊盜","1051109","新北市"
"機車竊盜","1051109","新北市"
"機車竊盜","1051109","新北市五股區"
"機車竊盜","1051110","新北市"
"機車竊盜","1051110","新北市"
"機車竊盜","1051110","新北市"
"機車竊盜","1051110","新北市林口區"
"機車竊盜","1051110","新北市新店區"
"自行車竊盜","1051111","新北市中和區"
"自行車竊盜","1051111","新北市三重區"
"自行車竊盜","1051111","新北市板橋區"
"住宅竊盜","1051111","新北市汐止區"
"住宅竊盜","1051111","新北市新店區"
"機車竊盜","1051111","新北市"
"機車竊盜","1051111","新北市"
"住宅竊盜","1051112","新北市新店區"
"住宅竊盜","1051112","新北市新莊區"
"住宅竊盜","1051112","新北市新莊區"
"汽車竊盜","1051112","新北市泰山區"
"汽車竊盜","1051112","新北市淡水區"
"汽車竊盜","1051112","新北市深坑區"
"機車竊盜","1051112","新北市"
"機車竊盜","1051112","新北市"
"機車竊盜","1051112","新北市"
"機車竊盜","1051112","新北市"
"機車竊盜","1051112","新北市"
"機車竊盜","1051112","新北市"
"機車竊盜","1051112","新北市三重區"
"機車竊盜","1051112","新北市三重區"
"機車竊盜","1051112","新北市三峽區"
"機車竊盜","1051112","新北市鶯歌區"
"自行車竊盜","1051113","新北市樹林區"
"機車竊盜","1051113","新北市"
"機車竊盜","1051113","新北市汐止區"
"機車竊盜","1051113","新北市板橋區"
"汽車竊盜","1051114","新北市八里區"
"機車竊盜","1051114","新北市"
"機車竊盜","1051114","新北市"
"機車竊盜","1051114","新北市"
"機車竊盜","1051114","新北市"
"機車竊盜","1051114","新北市"
"機車竊盜","1051114","新北市永和區"
"自行車竊盜","1051115","新北市三重區"
"自行車竊盜","1051115","新北市土城區"
"自行車竊盜","1051115","新北市林口區"
"住宅竊盜","1051115","新北市板橋區"
"住宅竊盜","1051115","新北市新店區"
"機車竊盜","1051115","新北市"
"機車竊盜","1051115","新北市土城區"
"機車竊盜","1051115","新北市永和區"
"機車竊盜","1051115","新北市林口區"
"機車竊盜","1051115","新北市新店區"
